C,train_loss,val_loss,val_brier
0.001,0.5569971598098301,0.538377388899623,0.1779464984331374
0.003,0.5569710870060594,0.5386026260071121,0.17804734735551125
0.01,0.5569676263579134,0.5386985028126329,0.1780898729687288
0.03,0.5569672945726544,0.5387277507436047,0.17810281909579384
0.1,0.5569672528276275,0.5387381934422842,0.17810743866148793
0.3,0.5569672481498078,0.5387411970206896,0.17810876710503554
1.0,0.5569672472796986,0.538742250380014,0.17810923296512238
3.0,0.5569672471043264,0.5387425515408235,0.17810936615433037
10.0,0.5569672470506413,0.5387426569682243,0.1781094127796226
